s.|nevesk|n’evesk ~ n’evestk (IL), -an, -ad|невестка, сноха|miniä|||||||||
s.|nevest|n’evest ~ n'evest/a, -an, -ad|невеста|morsian|n’evesta žen’ihon ke|невеста с женихом|morsian sulhasen kanssa||||||
v.|nevvoda|n’evv/oda, -ob, -uu|советовать, указывать, указать, обучать, руководить|neuvoa, opastaa, ohjata|||||||||
s.|nevvond|n’evvond, -an, -ad|указание|ohjaus|||||||||
pron. yhd.|ni ken|n’i ken|никто|kukaan|n’i kenen|ничей|ei (ole) kenenkään||||||
s. yhd.|ni kenen|n’i kenen (IL)|ничья|tasapeli|||||||||
adv. yhd.|ni kus|n’i kus|нигде|missään|||||||||
adv. yhd.|ni kuspiä|n’i kus/piä|ниоткуда, неоткуда|mistään, ei ole mistä|||||||||
adv. yhd.|ni kut|n’i kutt|никак|mitenkään|||||||||
pron. yhd.|ni mi|n’i mii|ничто|mikään|||||||||
adv. yhd.|ni mida|n’i mida|ничего, нисколько|mitään|n’i mida ei maksa (IL)|ничего не стоит, грош цена|ei maksa mitään|očkiita buab n’i mida ei n’äge|без очков бабушка ничего не видит|ilman laseja mummo ei näe mitään|||
pron. yhd.|ni mitte|n’i mit’t’e|никакой|mikään|||||||||
adv. yhd.|ni vähäšt|n’i vähäšt|ничуть|vähääkään|||||||||
v.|niärittada|n’iär’i/tada, -tab, -t’ ~ -t’ii|дразнить, передразнивать|pilkata, ärsyttää|||||||||
s.|niärituz|n’iär’itu/z, -sen, -st|прозвище, дразнилка|pilkkaus|||||||||
s. yhd.|niärituznimi|n’iär’ituz/n’imi|кличка|pilkkanimi|||||||||
s.|niäräv|n’iärv (IL)|пах|reidenjuuri|||||||||
s. dem.|nieglaine|n’iegla/an’e, -ažen, -št|иголочка|neula (pieni)|||||||||
v.|niegloda|n’iegluuda|вязать|neuloa|||||||||
a.|niegloittu|n’iegluutu/d, -n, -d|вязаный|neulottu|||||||||
s.|niegr|n’iegr, -an, -ad|негр, негритянка|tummaihoinen|||||||||
s.|nierv|n’ierv, -an, -ad|нерв|hermo|||||||||
v.|niištada|n'iš/ta, -tab, -t' ~ -t'ii (IL)|сморкать, высморкать|niistää|n'išta n’ena (IL)|сморкаться|niistää nenäänsä||||||
s.|niitand|n’iitand, -an, -ad|косьба|niittäminen|||||||||
s. yhd.|niitandaig|n’iitand/aig|время сенокоса|heinäntekoaika|||||||||
v.|niitelta|n’iite/l’ta, -l’ob, -l’ ~ -l’ii|скашивать, выкашивать|niitellä|||||||||
s.|niittaj|n’iitaj, -an, -ad|косарь|niittäjä|||||||||
a.|nimikaz|n’imika/z, -han, -st|именной|nimikko-|||||||||
s. yhd.|nimipäiv|n’im/päiv|именины|nimipäivä|||||||||
s. yhd.|nimipäivnik|n’im/päivn’ik|именинник|petturi|||||||||
v.|nimitelta|n’imite/l’da, -l’ob, -l’ ~ -l’ii|обзывать|nimitellä|||||||||
v.|nimittada|n’imi/tada, -tab, -t’ ~ -t’ii|именовать|nimittää|||||||||
s.|ninka|n’inka|так, этак|niin, näin|||||||||
s.|nišk|n’išk, -an, -ad|шея, затылок, шиворот|niska|otta n’iškas|взять за шиворот|ottaa niskasta kiinni|tabaz’iin n’iškas|я схватил за шиворот||||
adv.|niškas|n'iškas|взашей|niskasta|ajada niškas|выгнать взашей|paiskata niskasta ulos||||||
a.|nogehine|nogehi/in’e, -ižen, -št|закоптелый|nokinen|||||||||
s. yhd.|nojabr’kuu|nojabr’/kuu|ноябрь|marraskuu|||||||||
v. refl.|nojatakse|nojatakse|опереться, прислониться, облокатиться, упереться |nojautua|||||||||
s.|noll|nol’|ноль|nolla|||||||||
s.|nora|nora, -n, -d|нора|luola, kolo, pesä|||||||||
s.|norm|norm, -an, -ad|норма|normi|||||||||
s. mon.|nosilkad|nos’ilk/ad, -uun, -uud|носилки|paarit|||||||||
s.|nosk|nosk, -an, -ad|носок|nilkkasukka; sukanterä, kengänkärki|||||||||
s. mon.|noskad|nosk/ad, -uun, -uud|носки|nilkkasukat|||||||||
s.|nott|nota, -n, -d|нота|nuotti|||||||||
a.|notked|notked, nottan, nottad|жидкий|vetelä|||||||||
s. mon.|nožničad|nožn’ič/ad, -uun, -uud|ножницы|sakset|||||||||
s. mon.|nuarad|nuar/ad, -uun, -uud (IL)|нары|laveri|||||||||
v.|nukahtada|nukah/tada, -tab, -t’ ~ -t’ii|вздремнуть|nukahtaa, torkahtaa, ottaa nokoset|häin nukaht’ii (KTK)|он вздремнул |hän otti nokoset||||||
v.|nukahtuda|nukahtu/da, -b, -i|задремать|torkahtaa, nukahtaa|||||||||
s.|null’|nul’|ноль|nolla|||||||||
s.|numer|nomer, -an, -ad|номер|numero|||||||||
s.|nuor|nuor, -an, -ad|верёвка; бечёвка|nuora, naru, köysi; pakettinuora, käärenuora|lujeta nuor (KTK)|укрепить веревку|vahvistaa nuora||||||
a. komp.|nuoremb|nuoremb, -an, -ad|младший|nuorempi, nuoremmanpuoleinen|||||||||
a.|nuorikaine|nuor’ika/an’e, -ažen, -št|юный|nuori|||||||||
s.|nuorišt|nuorišt, -on, -od (KTK)|молодёжь|nuoriso|||||||||
v.|nuorištoittada|nuorištuu/tta, -tab, -t’ ~ -t’ii|молодить, омолодить|nuorentaa|||||||||
v.|nuorištuda|nuor’ištu/da, -b, -i|молодеть, помолодеть|nuorentua|||||||||
s.|nuoriž|nuor’iž, -on, -od|молодёжь|nuoriso|||||||||
s.|nuot|nuot, -an, -ad|невод|nuotta|||||||||
s.|nuužnik|nuužn’ik, -an, -ad|туалет, уборная|käymälä|||||||||
s.|obelisk|obel’isk, -an, -ad|обелиск|obeliski, patsas|||||||||
s.|objekt|objekt, -an, -ad|объект|kohde, objekti|||||||||
s.|objektiv|objektiv, -an, -ad|объектив|objektiivi|||||||||
s.|objom|objom, -an, -ad|объём|tilavuus|||||||||
s.|oblast’|oblast’, -in, -id|область|alue|||||||||
s.|oblezd’an|obl’ez’d'an ~ (Pal) obl’ez’jan, -an, -ad|обезьяна|apina|||||||||
s.|oblošk|oblošk, -an, -ad|обложка|kannet|||||||||
s.|obmorok|obmorok, -an, -ad|обморок|pyörtymys|||||||||
s. mon.|obojad|obojad|обои|tapetit|||||||||
s. dem.|obrazaine|obraza/an’e, -ažen, -št|образок, икона|ikoni (pieni)|||||||||
s.|obruč|obruč, -an, -ad|обруч|vanne|||||||||
s. yhd.|occsein|occ/s’ein’|фасад|julkisivu, etusivu|||||||||
s. yhd. mon.|occtukad|occ/tukad|чёлка|otsatukka|||||||||
s.|očered’|očer’ed’, -in, -id|очередь, черёд|jono|||||||||
s.|očk|očk, -an, -ad|очко|piste|||||||||
s.|odd’al|od’d’al, -an, -ad|одеяло|peite|||||||||
adv.|odva|odva|чуть, едва, еле|vähän, hädin|||||||||
s.|ohvicant|oficant, -an, -ad|официант|tarjoilija|||||||||
s.|ohvicer|oficer, -an, -ad|офицер|upseeri|||||||||
s.|ogorod|ogorod, -an, -ad|огород|kasvimaa|||||||||
s.|ogurc|ogurc, -an, -ad|огурец|kurkku|||||||||
adv.|oigedal|oiktal|справа|oikealla|||||||||
s.|okorok|okorok, -an, -ad|окорок|kinkku|||||||||
s. dem.|oksaine|oksa/an’e, -ažen, -št|сучок, веточка|oksa (pieni)|||||||||
v.|oksendoittada|oksenduu/tta, -tab, -t’ ~ -t’ii|тошнить|oksettaa|||||||||
s.|oksenduz|oksendu/z, -sen, -st|рвота, тошнота|oksennus, oksentaminen|||||||||
a.|oksikaz|okseka/z, -han, -st (IL)|ветвистый, развесистый|oksikas|||||||||
a.|oksakaz|oksaka/z, -han, -st (IL)|ветвистый, развесистый|oksikas|||||||||
s. yhd.|okt’abr’kuu|okt’abr’/kuu|октябрь|lokakuu|||||||||
s.|okuratnost’|okuratnost’, -in, -id|аккуратность|tarkkuus|||||||||
s.|okurk|okurk, -an, -ad|окурок|tumppi|||||||||
s.|olemine|ol’emi/in’e, -ižen, -št|нахождение|oleminen|||||||||
s.|olempiad|ol’empiad, -an, -ad|олимпиада|olympiakisa|||||||||
s. yhd.|olendsija|ol’ent/s’ija|местонахождение|sijainti|||||||||
s.|olg II|oug, -en, -ed|солома|olki|||||||||
a.|olgehine|ougehi/in’e, -ižen, -št|соломенный|olki-, olkinen|||||||||
s. yhd.|olgpiä|ouk/piä (IL)|плечо|olkapää|||||||||
s.|ollad’|ollad’, -an, -ad (IL)|оладья||||||||||
s.|olttar’|altar’, -in, -id|алтарь|alttari|||||||||
s.|omaksine|omas’i/in’e, -ižen, -št|родич|sukulainen|||||||||
s. yhd.|omamua|oma/mua|отечество|isänmaa|||||||||
a. yhd.|omanenaine|oma/nenaan’e|своенравный||||||||||
a. yhd.|omanottaj|oman/otaj|настойчивый||||||||||
s.|ombelemine|ombel’emi/in’e, -ižen, -št (IL)|пошивка|ompeleminen|||||||||
s.|ombelend|ombl’end, -an, -ad|шитьё|ompelu|||||||||
a.|ombeltav|ombel’tab, -an, -ad|швейный|ommeltava, ompelu-|||||||||
s.|ombluz|omblu/z, -sen, -st|шов; шитье|ommel; ompelu|||||||||
s.|omlet|oml’et, -an, -ad|омлет||||||||||
s.|omut|omut, -an, -ad|омут||||||||||
s.|ong|ong, -en, -ed|удочка|onki|||||||||
s.|ongbarb|ongi/barb (IL)|удилище|onkivapa|||||||||
v.|ongittada|ongi/tada, -tab, -t’ ~ -t’ii|удить, выудить|ongittaa|||||||||
s.|ongittaj|ongitaj, -an, -ad|удильщик|ongimies|||||||||
adv.|onnako|onnako|однако|kuitenki, silti|||||||||
s.|opastund|opastund, -an, -ad|учёба, учение, обучение, наука|oppi, opiskelu|||||||||
s.|opečatk|opečatk, -an, -ad|опечатка|painovirhe|||||||||
v.|opelta|opel’ta|щупать|kokeilla|||||||||
s.|ooper|opera, -n, -d|опера|ooppera|||||||||
s.|operacij|operacij, -an, -ad|операция|operaatio|||||||||
s.|operator|operator, -an, -ad|оператор|operaattori|||||||||
s.|operet|operet, -an, -ad|оперетта|operetti|||||||||
s.|opind|opind, -an, -ad|попытка; ворожба|kokeilu, yritys; ennustaminen|||||||||
s.|opis’|opis’, -in, -id|опись||||||||||
v. frekv.|opitelta|opite/l’da, -l’ob, -l’ ~ -l’ii|нащупать|koetella, kokeilla|||||||||
s.|opkom|opkom, -an, -ad|обком|aluekomitea|||||||||
s.|opšežitij|opšežit’ij, -an, -ad|общежитие|asuntola|||||||||
s.|optik|opt’ik, -an, -ad|оптика|optiikka|||||||||
s.|oraine|ora/an’e, -ažen, -št|шило|naskali|||||||||
s.|oraz|ora/z, -han, -st|oras|oras|orahad|всходы|oraat||||||
s.|orden|ord’en, -an, -ad|орден|kunniamerkki|||||||||
s.|orkestr|orkestr, -an, -ad|оркестр|orkesteri|||||||||
s.|orl|orl, -an, -ad|орёл|kotka|||||||||
s.|oss’|os’s’|ось|akseli|||||||||
s.|ostand|ostand, -an, -ad|покупка, закупка, купля|ostaminen|||||||||
s.|otav|otav, -an, -ad|отава|äpäre, odelma|||||||||
a.|otettu|ottu/d, -n, -d|неродной|otto-|ottud poig|пасынок|ottopoika||||||
s. mon.|othodad|othod/ad, -uun, -uud|отбросы|jätteet|||||||||
s.|otkaz|otkaz, -an, -ad|отказ||||||||||
v. refl.|otkažidakse|otkaži/dakse, -že, -ihe(ze)|отказаться|kieltäytyä|||||||||
v. refl.|ottadakse|ottakse|браться, взяться|ryhtyä, ruveta, alkaa, tarttua|||||||||
a.|ozakaz|ozaka/z, -han, -st|счастливый|onnellinen|||||||||
s.|ozatuz|ozatumu/z, -sen, -st  (IL)|несчастье|onnettomuus|||||||||
a.|ozav|ozav, -an, -ad (IL)|счастливый|onnellinen|s’iäta ozavaks|осчастливить|tehdä onnelliseksi||||||
s.|ozr|ozr, -an, -ad|ячмень; жито (IL)|ohra|||||||||
s.|ozraine|ozra/an’e, -ažen, -št|ячневый|ohra-|||||||||
s.|ozutand|oz’itand, -an, -ad|показ|näytös, esittely|||||||||
v. frekv.|ozutelta|oz’ite/l’da, -l’ob, -l’ ~ -l’ii|показывать|näyttää, esitellä|||||||||
adv.|ozutettavaks|oz’itadabaks|напоказ|näytteeksi|||||||||
v. refl.|ozuttadakse|oz’itadakse, oz’itaze, oz’iit’iihe(ze)|показываться; казаться; выглядеть|näyttäytyä, näyttää|||||||||
s.|pacaz|pac/caz, -han, -cast|столб|patsas|||||||||
s. yhd.|päččlaud|päčč/laud|заслонка||||||||||
s.|pacient|pacient, -an, -ad|пациент|potilas, asiakas|||||||||
s. yhd.|päčineduz|päč/eduz, -edusen, -edust (KTK)|шесток|uuninedusta|||||||||
s.|pačk|pačk, -an, -ad|пачка|pakkaus, aski|||||||||
s.|päčnik|päčnik ~ pečn’ik, -an, -ad|печник|uunintekijä|ka ken mautuu, se i päčn’ik!|дак, кто умел, тот и печник!|ka, kuka osasi, se olikin uunintekijä!||||||
s.|pad’ož|pad’ož, -an, -ad|падёж|kaato|||||||||
s.|pada|pada, -n, -d|горшок|pata, ruukku|||||||||
v.|pädeda|pädo/da, -b, päd'ii|годиться|päteä, sopia, kelvata|ei pädonu (KTK)|не годился|ei sopinut||||||
v.|pagittada|pagi/tada, -tab, -t’ ~ -t’ii (IL)|разговорить, вызывать на разговор||||||||||
s.|pagižij|pagižij, -an, -ad|говорящий|puhuja|||||||||
a.|pagižij|pagižij, -an, -ad|говорящий; разговорчивый; сговорчивый|puhuva|n’enaha pagižij (IL)|гнусавый|honottava||||||
s.|pago|pago, -n, -d|побег|pako|||||||||
adv.|pagoh|pagoho|в бега|pakoon|||||||||
s.|paha|paha, -n, -d|невежа|törkimys|||||||||
adv.|paha|paha|плохо, худо|huonoa|||||||||
a. yhd.|pahaluaduine|(Pal) paha/luaduun’e|злокачественный||||||||||
s. yhd.|pahamiel’|paha/miel’|досада, печаль|mielipaha|||||||||
a. yhd.|pahatabaine|paha/tabaan’e|лютый|huonoluonteinen|||||||||
adv. komp.|pahemb|pahemb|хуже|pahempi, huonompi|||||||||
v.|pahestida|pahest’i/da, -b, -i (IL)|осуждать|tuomita|||||||||
s.|pahk|pahk, -an, -ad|нарост|pahka|||||||||
s.|pahn|pahn, -an, -ad|ловище|pesä|||||||||
s.|paikata|paikata|латать|paikata|||||||||
s.|paimend|paimend, -an, -ad|выпас|paimentaminen|||||||||
s. yhd.|paimendkoht|paiment/koht|выгон|laidun|||||||||
s. yhd.|paimendsija|paiment/s’ija|пастбище|laidun|||||||||
s.|pain|paino, -n, -d (IL)|гнет, пресс|paino|||||||||
s.|painand|painand, -an, -ad|нажим|painaminen|||||||||
s.|paiššik|paišik, -an, -ad (IL)|пайщик|osakas|||||||||
adv.|päiväl|päiväl|днём|päivällä|||||||||
s. yhd.|päiv-da-üö|päiv/da/üö (IL)|сутки|vuorokausi|||||||||
a.|päivälline|päiväl’i/in’e, -ižen, -št|дневной|päivä-|||||||||
s. yhd.|päivänlaskend|päivän/laskund (IL)|закат|auringonlasku|||||||||
a.|päivittunu|päivtunu ~ päivitunu, -den, -t|загорелый|päivettynyt, ruskettunut|||||||||
s.|päivituz|päivtu/z ~ päivitu/z, -sen, -st|загар|päivetys, rusketus|||||||||
s. yhd.|päivlaskend|päiv/laskund (IL)|запад|länsi|||||||||
s.|paiže|paiže, paišken, paižet|опухоль, нарыв, гнойник, чирей|paise, ajos|||||||||
v.|paižoda|paižoda|опухать|paisua|||||||||
v.|paižottada|paižo/tada ~ paiže/tada, -tab, -t’ ~ -t’ii|раздувать, вызывать опухоль|paisuttaa|paižetab|раздувает|(jokin) paisuttaa||||||
a.|paižottanu|paižotanu, -den, -t|раздувший, вызвавший опухоль||||||||||
v.|pajaida|paja/ada, -ab, -a|паять|juottaa|||||||||
s. yhd.|pajamiez|paja/miez’|кузнец|seppä|||||||||
s.|pajatand|pajatand, -an, -ad|пение|laulaminen|||||||||
a.|pajevij|pajevij, -an, -ad|паевой|osuus-|||||||||
s. yhd.|pajokniig|pajo/kn’iig|песенник|laulukirja|||||||||
s.|pajonik|pajon’ik, -an, -ad|певец|laulaja|||||||||
s.|paju II|paju, -n, -d|пай|osuus|||||||||
s.|paket|paket, -an, -ad|пакет|paketti, kassi|||||||||
"
s."|pakiččij|pakičij, -an, -ad|попрошайка, нищий; проситель|kerjäläinen; hakija|||||||||
a.|pakiččij|pakičij, -an, -ad|просящий|pyytävä|||||||||
s.|pakl’|pakl’|пакля||||||||||
a.|palamatoi|palamat/uu, -oman, -omad|несгораемый|palamaton|||||||||
s. yhd.|palandkoht|palant/koht|ожог||||||||||
a.|palanu|palanu, -den, -t|горелый|palanut|palanu s’ija|пепелище|tulipalopaikka||||||
s.|palanu|palanu, -den, -t|погорелец|palanut|||||||||
s.|palat|palat, -an, -ad|палата|huone|||||||||
s.|palatez|palate/z, -sen, -st|гарь|paloaukea|||||||||
s.|palatk|palatk, -an, -ad|палатка|teltta|||||||||
s.|palitr|pal’itr, -an, -ad|палитра||||||||||
adv.|pall’ahaks|pal’l’ahaks|наголо|paljaaksi|||||||||
v.|pall’astada|pal’l’as/tada, -tab, -t’ ~ -t’ii|оголить|paljastaa|||||||||
a.|pall’az|pal’/l’az, -han, -l'ast|голый, непокрытый, облезный|paljas|||||||||
s.|pall’az|pal’/l’az, -han, -l'ast|прогалина||||||||||
s. yhd.|pall’azpiä|pal’l’as/piä|лысый, облыселый|kalju|||||||||
s.|palm|pal’m, -an, -ad|пальма|palmu|||||||||
s.|palt|pal’t (KTK) ~ pal’t/o (IL), -on, -od|пальто|päällystakki|||||||||
s.|palttin|paltin ~ pautin|полотно, холст|palttina, pellavakangas|||||||||
a.|palttinahine|paltinahi/in’e, -ižen, -št (IL)|полотняный|palttinainen|||||||||
s.|palub|palub, -an, -ad|палуба|kansi|||||||||
s.|pang|pang, -an, -ad|дужка|sanka|||||||||
s.|panik|pan’ik, -an, -ad|паника|paniikki|||||||||
s.|panoram|panoram, -an, -ad|панорама||||||||||
s.|pansionat|pans’ionat, -an, -ad|пансионат||||||||||
s.|papk|papk, -an, -ad|папка|kansio, mappi|||||||||
s.|papp|papp, papin, pappid|священник, поп|pappi|pappid ei ol’e (SV)|нет священника|ei ole pappia||||||
s.|päppi|päppi (IL)|лепёшка||||||||||
s.|parad|parad, -an, -ad|парад|paraati|||||||||
s.|paragraf|paragraf, -an, -ad|параграф|pykälä|||||||||
s.|paralel’|paral’el’, -in, -id|параллель||||||||||
s.|paralič|paral’ič, -an, -ad|паралич||||||||||
s.|parašut|parašut, -an, -ad|парашут|laskuvarjo|||||||||
s.|paravoz|paravoz, -an, -ad|паровоз|veturi|||||||||
s.|parfümerij|parf’umer’ij, -an, -ad|парфюмерия||||||||||
s.|parihmaher|par’ikmaher, -an, -ad|парикмахер|kampaaja|||||||||
s.|parik|par’ik, -an, -ad|парик|peruukki|||||||||
s.|park|park, -an, -ad|парк|puisto|||||||||
s.|parlament|parlament, -an, -ad|парламент|parlamentti|||||||||
s.|parnik|parn’ik, -an, -ad|парник|kasvihuone|||||||||
s.|parodij|parod’ij, -an, -ad|пародия|parodia|||||||||
s.|parohod|parohod, -an, -ad|пароход|höyrylaiva|||||||||
s.|parol’|parol’|пароль|salasana|||||||||
s.|parom|parom, -an, -ad|паром|lautta|||||||||
s.|part|part, -an, -ad|парта|pulpetti|||||||||
s.|parter|parter, -an, -ad|партер|permanto|||||||||
s.|partij|part’ij, -an, -ad|партия|puolue|||||||||
s.|partizan|part’izan, -an, -ad|партизан|sissi|||||||||
s.|pask|pask, -an, -ad|понос|ripuli|||||||||
s.|pašport|pašport ~ pasport (IL), -an, -ad|паспорт|passi|||||||||
s.|past|past, -an, -ad|паста|tahna|||||||||
v.|paštuda|paštu/da, -b, -i|загорать|paistua, ottaa aurinkoa|rubeta paštumaha|начать загорать|alkaa ottaa aurinkoa||||||
a.|paštunu|paštunu, -den, -t|загорелый|paistunut|||||||||
s.|pätn|pätn, -an, -ad|пятно|täplä|||||||||
s. dem.|pätnaine|pätna/an’e, -ažen, -št|пятнышко; родинка|täplä (pieni); syntymämerkki, luomi|||||||||
s.|patriarh|patr’iarh, -an, -ad|патриарх|patriarkka|||||||||
s.|patriot|patr’iot, -an, -ad|патриот|patriootti|||||||||
s.|patron|patron, -an, -ad|патрон|patruuna|||||||||
s.|patrul’|patrul’, -an, -ad|патруль|partio|||||||||
s.|pavill’on|pavil’jon, -an, -ad|павильон|paviljonki|||||||||
s.|pčola|pčola, -n, -d|пчела|mehiläinen|||||||||
s.|pečat’|pečat’, -in, -id|печать|leima|||||||||
s.|pečenij|pečen'ij, -an, -ad|печенье|keksi|||||||||
s.|pedal’|pedal’, -in, -id|педаль|poljin|||||||||
s.|pediatr|pediatr, -an, -ad|педиатр|pediatri|||||||||
adv.|pehmedemb|pehmdemb|мягче|pehmeämpi|||||||||
a. yhd.|pehmedsüdamelline|pehmet/s’üdamel’iin’e|мягкосердечный|pehmeäsydäminen|||||||||
v.|pehmeta II|pehm/eta, -nob, -en'|размякнуть|pehmetä|||||||||
s.|peitand|peitand, -an, -ad|утайка|salaaminen|||||||||
adv.|peitoči|peituuči|тайно, украдкой, втайне, тайком, исподтишка, нелегально|salaa|||||||||
adv.|peitoižin|peituučiin (IL)|скрытно, тайно|salaa|kuundel’ta peituučiin (IL)|подслушивать|kuunnella salaa||||||
s.|peitoižile|peituužiil’e|в жмурки (игра)|sokkosilla|||||||||
s. yhd.|peitsija|peit/s’ija|убежище, тайник|piilopaikka|||||||||
s.|pekarn’|pekarn’, -an, -ad|пекарня|leipomo|||||||||
s. mon.|pel’onkad|pel’onk/ad, -uun, -uud|пелёнки||||||||||
s. mon.|pelmenid|pel’men’i/d, -in, -id|пельмени||||||||||
s.|pelvaz|pelvaz, pelvhan, pelvast|лён|pellava|||||||||
s.|pelvaz-|pelvaz-|льняной|pellava-|||||||||
s.|pera|pera, -n, -d|корма, зад; ушко|perä|||||||||
s.|peredačik|per’edatčik, -an, -ad|передатчик|lähetin|||||||||
s.|perednik|per’edn’ik, -an, -ad|фартук|esiliina|||||||||
a.|perehelline|perehel’i/in’e, -ižen, -št|семейный|perheellinen|||||||||
s. yhd.|perehenižand|perehen/ižand|семьянин|perhemies|||||||||
v.|pereživaida|per’eživa/ada, -ab, -a|переживать|murehtia|||||||||
s.|pergand|pergand, -an, -ad|избиение|lyöminen|||||||||
s. yhd.|pergandkoht|pergant/koht|место побоев, побои|lyömäkohta|||||||||
s.|perin|per’in, -an, -ad|перина|höyhenpatja|||||||||
s. dem.|pertiine|pert’i/in’e, -ižen, -št|избушка|mökki|||||||||
a.|peskuhine|peskuhi/in’e, -ižen, -št|песчаный|hiekka-|||||||||
s.|peššer|peššer, -an, -ad|пещера|luola|||||||||
adv.|petkos|pet’kos|случайно|sattumalta|||||||||
s.|petl’|petl’, -in, -id|петля|lenkki, silmukka|||||||||
s.|piähüd|piähu/t, -den, -tt|головка|pää (pieni)|||||||||
s. yhd.|piälagi|piä/lagi|макушка, темя|päälaki|||||||||
s. yhd.|piäletulend|piäl’e/tul’end|нападение, набег|hyäkkäys|||||||||
s.|piälik|piäl’ik|главарь|päällikkö, pomo, johtomies|||||||||
a.|piälimaine|piäl’im/aan’e ~ -ään'e, -aažen ~ -ääžen, -ašt ~ -äšt|верхний; главный|ylempi, yläpuolinen; pääasiallinen, pää-, keskeinen|||||||||
s.|pianin|pian’ino, -n, -d|пианино|piano|||||||||
s. yhd.|piänkibu|piän/kibu|головная боль, мигрень|päänsärky|||||||||
s. yhd.|piänpuol’|piäm/puol’|изголовье|päänpuoli|||||||||
v.|piärmida|piärmda|окаймлять||||||||||
s.|piäsköi|piäskuu ~ piäsküü ~ piäskuo, -n, -d|ласточка|pääskynen|||||||||
v.|piästä|piästa|избавляться|päästä|||||||||
s.|piästäj|piästaj, -an, -ad|избавитель|vapahtaja|||||||||
s.|piäständ|piästand, -an, -ad|избавление|vapauttaminen|||||||||
a.|piästänu|piäsnu, -den, -t|пустивший|päästänyt, laskenut|piäsnu d’uured (IL)|пустивший корни, укоренившийся|juurtunut, vakiintunut||||||
s.|piästünd|piästund, -an, -ad|избавление|vapautuminen|||||||||
a.|piäzematoi|piäzmat/uu, -oman, -omad|непролазный|pääsemätön|||||||||
s.|piäzünd|piäzund, -an, -ad|спасение|pelastus|||||||||
v. yhd.|mieles-pidada|miel’es/pidada|любить|rakastaa|||||||||
v. mom.|pidaita|pidaa/ta, -dab, -ž ~ -žii|подержать, удержать, потратить|pitää, kuluttaa|pidaata kodvaan’e (IL)|подержать недолго, воспользоваться|pitää hetki, käyttää hyväkseen||||||
a.|pidelič|pidel’ič|продолговатый|pitkähkö|||||||||
s.|pieluine|piel/uun’e, -uužen, -ušt ~ piil/uin’e, -uižen, -ušt|щель|rako, väli|||||||||
s. yhd.|pieluzpiäline|(Pal) pielus/piään’e|наволочка|pieluksenpäällinen|||||||||
s. yhd.|pieluzpiälüz|pielus/piäl’uz|наволочка|pieluksenpäällinen|||||||||
s.|piha|piha, -n, -d (IL)|двор|piha|||||||||
v.|pilkištada|pil’kiš/tada, -tab, -t’ ~ -t’ii|щурить|siristää|||||||||
s.|pil’uul’|pil’ul’, -in, -id|пилюля|pilleri|||||||||
s.|pilesos|pil’esos, -an, -ad|пылесос|pölynimuri|||||||||
v.|pilkettada|pil’ke/tada, -tab, -t’ ~ -t’ii|мерцать|tuikkia|||||||||
s. yhd.|pillansiädäj|pillan/s’iädaj|вредитель|vahingontekijä, tuholainen|||||||||
a. yhd.|pillansiädäj|pillan/s’iädaj|вредный|haitallinen, vahingollinen|||||||||
s.|pilot|pilot, -an, -ad|пилот|pilootti|||||||||
a.|pilvekaz|pil’veka/z, -han, -st|ненастный||||||||||
a.|pilveksine|pil’ves’i/in’e, -ižen, -št|пасмурный||||||||||
a. yhd.|pilventagalline|pil’ven/tagal’iin’e|заоблачный||||||||||
adv.|pilves|pil’ves (IL)|облачно; теневой|pilvistä; varjoisaa|||||||||
v.|pimeta|pime/ta, -nob, -n’ ~ -n’ii|темнеть, меркнуть, потемнеть, стемнеть|pimeta|||||||||
s.|pincet|pincet, -an, -ad|пинцет||||||||||
s.|pind’ž|pind’ž, -un, -ud (SV)|вульва|vulva|||||||||
s.|pipetk|pipetk, -an, -ad|пипетка||||||||||
s.|pirožnoi|pirožn/ij, -uun, -uud |пирожное||||||||||
s.|pirs|pirs, -an, -ad|пирс|puulaituri|||||||||
s.|pistolet|pistol’et, -an, -ad|пистолет|pistooli|||||||||
adv.|pitkaižesti|pitkaažest’i|протяжно|pitkälti|||||||||
s. yhd.|pitkd’alg|pit’k/d’aug|длинноногий|pitkäjalkainen|||||||||
a. yhd.|pitkigaine|pit’k/igaan’e|долговечный|pitkäikäinen|||||||||
a. yhd.|pitkvihaine|pit’k/vihaan’e|злопамятный|pitkävihainen|||||||||
s.|pitomnik|pitomn’ik, -an, -ad|питомник||||||||||
s.|pižam|pižam, -an, -ad|пижама||||||||||
s.|pjess|pjess|пьеса||||||||||
s.|plackart|plackart, -an, -ad|плацкарт||||||||||
s. mon.|plafkad|plafkad, -uun, -uud|плавки|uimahousut|||||||||
s.|plakat|plakat, -an, -ad|плакат|juliste|||||||||
s.|planet|plan’et, -an, -ad|планета|planeetta|||||||||
s.|plašš|plašš, -an, -ad|плащ|sadetakki|||||||||
s.|plastik|plast’ik, -an, -ad|пластик|muovi|||||||||
s.|plastink|plast’ink, -an, -ad|пластинка, грампластинка|levy|||||||||
s.|plastir’|plastir’, -an, -ad|пластырь||||||||||
s.|platform|platform, -an, -ad|платформа|laituri|||||||||
s.|pleda|pl'eda, -n, -d|плед||||||||||
s.|plenum|pl’enum, -an, -ad|пленум|plenumi|||||||||
a.|pletittu|pl’ettu/d, -n, -d|плетёный|punottu|||||||||
